random_ID,Ch_gender,Deprivation,M_age,M_work,F_age,F_work,No_bedrooms,M_years_current_addr,M_owns_residence,M_education,M_work_hours,M_smoke,F_years_current_addr,F_owns_residence,F_education,F_work_hours,F_smoke,Cellphone,Landline,Internet,Hhld_income_cat,Hhld_income_value,No_usual_resdnt,Parents,Ch_Ethnicity,M_Ethnicity,F_Ethnicity,M_benefit,F_benefit
6314,male,7,28,not in LF,36,full_time,3,1,owns,level_1,0,ex_smoker,3,owns,none,50,ex_smoker,cellphone,landline,internet,12,60000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6315,female,9,32,part_time,30,full_time,3,4,owns,NA,0,never,2,owns,level_1,45,ex_smoker,cellphone,landline,none,9,32500,5,two,NZEuropean,NZEuropean,Asian,benefit,benefit
6316,male,5,30,full_time,29,full_time,3,1,owns,diploma,NA,ex_smoker,2,not_owned,level_4,40,never,cellphone,landline,internet,13,85000,3,two,Maori,NZEuropean,Maori,benefit,benefit
6317,male,7,59,not in LF,NA,NA,2,7,not_owned,none,0,ex_smoker,NA,NA,NA,0,NA,none,landline,none,NA,NA,2,mother,Maori,Maori,NA,benefit,benefit
6318,female,3,29,full_time,39,full_time,3,0,not_owned,level_2_3,NA,smoker,0,not_owned,none,50,ex_smoker,cellphone,landline,internet,NA,NA,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6319,female,7,22,full_time,NA,NA,2,0,NA,NA,5,NA,NA,NA,NA,0,NA,cellphone,none,none,7,22500,3,mother,NZEuropean,NZEuropean,NA,benefit,benefit
6320,male,8,33,part_time,28,full_time,4,1,owns,diploma,40,smoker,NA,owns,diploma,0,NA,cellphone,landline,internet,11,45000,6,two,Maori,NZEuropean,NA,benefit,benefit
6321,male,2,27,not in LF,35,full_time,3,7,owns,degree,0,never,7,owns,diploma,40,never,cellphone,landline,internet,11,45000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6322,male,1,43,not in LF,48,full_time,3,5,owns,diploma,0,never,3,owns,level_1,48,never,cellphone,landline,internet,13,85000,5,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6323,male,6,29,part_time,29,full_time,4,1,owns,diploma,12,never,1,owns,degree,45,never,cellphone,landline,internet,13,85000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6324,male,10,33,not in LF,NA,NA,2,5,owns,level_2_3,0,smoker,NA,NA,NA,0,NA,none,landline,none,8,27500,3,mother,Maori,Maori,NA,benefit,benefit
6325,male,8,21,unemployed,NA,NA,3,1,NA,none,NA,smoker,NA,NA,NA,0,NA,none,none,none,5,12500,3,mother,NZEuropean,NZEuropean,NA,benefit,benefit
6326,female,6,23,part_time,34,full_time,3,6,owns,level_4,12,never,7,owns,level_2_3,38,ex_smoker,cellphone,landline,internet,13,85000,5,two,NZEuropean,NZEuropean,Other,benefit,benefit
6327,female,9,30,part_time,35,full_time,4,4,owns,degree,NA,smoker,0,not_owned,level_4,40,smoker,cellphone,landline,internet,12,60000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6328,male,4,36,not in LF,40,full_time,3,6,owns,degree,0,ex_smoker,5,owns,level_2_3,40,ex_smoker,cellphone,landline,internet,12,60000,5,two,Maori,NZEuropean,Maori,benefit,benefit
6329,female,7,25,not in LF,29,full_time,NA,1,not_owned,none,0,ex_smoker,1,not_owned,NA,40,ex_smoker,cellphone,landline,internet,9,32500,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6330,female,4,27,not in LF,28,full_time,3,1,not_owned,diploma,0,never,0,not_owned,level_2_3,50,ex_smoker,cellphone,landline,internet,12,60000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6331,female,1,30,not in LF,36,full_time,5,2,owns,level_2_3,0,ex_smoker,0,owns,degree,40,NA,cellphone,landline,internet,14,100000,8,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6332,male,9,20,not in LF,24,full_time,NA,5,owns,none,0,never,3,owns,none,60,never,cellphone,landline,none,12,60000,5,two,Asian,Asian,Asian,benefit,benefit
6333,male,10,30,not in LF,32,part_time,3,0,not_owned,diploma,0,never,0,not_owned,level_2_3,9,never,cellphone,landline,internet,9,32500,5,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6334,male,5,32,not in LF,41,full_time,3,2,owns,level_2_3,0,never,2,owns,level_1,45,ex_smoker,cellphone,landline,internet,12,60000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6335,male,4,26,NA,29,full_time,3,NA,not_owned,NA,0,NA,0,not_owned,level_2_3,45,smoker,cellphone,landline,none,12,60000,4,two,NA,NA,NZEuropean,benefit,benefit
6336,female,2,35,not in LF,37,full_time,4,2,owns,degree,0,never,3,owns,degree,40,ex_smoker,cellphone,landline,internet,14,100000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6337,female,4,32,full_time,33,NA,3,0,owns,level_1,43,ex_smoker,NA,owns,post_grad,0,NA,cellphone,landline,internet,NA,NA,4,two,NZEuropean,NZEuropean,NA,benefit,benefit
6338,female,9,31,not in LF,NA,NA,3,0,not_owned,NA,0,smoker,NA,NA,NA,0,NA,cellphone,none,none,NA,NA,3,mother,Maori,Maori,NA,benefit,benefit
6339,female,3,40,full_time,43,full_time,3,4,owns,diploma,60,never,1,owns,level_2_3,55,never,cellphone,landline,internet,13,85000,3,two,Other,Other,NZEuropean,benefit,benefit
6340,female,5,35,NA,42,full_time,4,NA,NA,level_2_3,0,NA,4,owns,degree,48,never,none,landline,none,NA,NA,5,two,NZEuropean,NA,NZEuropean,benefit,benefit
6341,male,8,NA,NA,62,NA,2,NA,NA,NA,0,NA,46,NA,NA,0,NA,cellphone,none,none,NA,NA,5,father,Maori,NA,NA,benefit,benefit
6342,male,3,27,part_time,26,full_time,4,0,not_owned,post_grad,5,never,0,not_owned,level_2_3,60,never,cellphone,landline,internet,12,60000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6343,male,10,34,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,0,NA,cellphone,landline,internet,NA,NA,3,mother,Asian,Asian,NA,benefit,benefit
6344,male,4,33,part_time,35,full_time,4,2,owns,level_4,40,never,2,owns,degree,57,never,none,landline,internet,14,100000,5,two,Other,Other,Other,benefit,benefit
6345,female,4,34,NA,36,full_time,3,NA,NA,NA,0,NA,4,owns,level_2_3,40,ex_smoker,cellphone,landline,internet,NA,NA,3,two,NA,NA,NZEuropean,benefit,benefit
6346,male,3,29,full_time,29,full_time,3,0,owns,degree,40,never,1,owns,degree,60,never,cellphone,landline,internet,14,100000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6347,female,5,20,not in LF,NA,NA,3,18,not_owned,level_2_3,0,smoker,NA,NA,NA,0,NA,cellphone,landline,internet,13,85000,6,mother,Pacific,Pacific,NA,benefit,benefit
6348,female,10,22,not in LF,22,part_time,2,0,not_owned,level_4,0,never,0,not_owned,none,0,ex_smoker,cellphone,none,internet,12,60000,4,two,Maori,NA,Maori,benefit,benefit
6349,male,5,36,not in LF,NA,NA,2,1,owns,diploma,0,never,NA,NA,NA,0,NA,cellphone,landline,none,7,22500,2,mother,Other,Other,NA,benefit,benefit
6350,female,5,33,full_time,33,full_time,3,0,not_owned,level_1,NA,never,0,not_owned,degree,40,smoker,cellphone,landline,internet,NA,NA,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6351,female,7,29,not in LF,30,full_time,4,1,owns,degree,0,never,1,owns,degree,40,never,cellphone,landline,internet,14,100000,6,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6352,female,2,34,part_time,35,full_time,4,1,owns,level_2_3,14,ex_smoker,2,owns,diploma,45,ex_smoker,cellphone,landline,internet,13,85000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6353,female,10,37,not in LF,NA,NA,2,0,NA,diploma,0,NA,NA,NA,NA,0,NA,cellphone,landline,none,NA,NA,4,mother,Pacific,Pacific,NA,benefit,benefit
6354,female,8,NA,NA,42,unemployed,3,NA,NA,NA,0,NA,0,not_owned,level_1,0,smoker,cellphone,landline,internet,9,32500,6,father,NZEuropean,NA,NZEuropean,benefit,benefit
6355,male,5,31,not in LF,30,full_time,3,0,not_owned,degree,0,never,0,not_owned,post_grad,89,never,cellphone,landline,internet,12,60000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6356,female,3,29,full_time,26,full_time,3,3,owns,diploma,40,never,5,owns,degree,80,never,cellphone,landline,internet,14,100000,3,two,Asian,Asian,Asian,benefit,benefit
6357,female,4,41,not in LF,39,full_time,4,0,not_owned,post_grad,0,never,1,not_owned,degree,40,never,cellphone,landline,internet,12,60000,5,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6358,female,6,30,not in LF,30,full_time,3,1,owns,level_2_3,0,NA,2,owns,degree,40,never,cellphone,landline,internet,NA,NA,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6359,male,2,31,not in LF,40,full_time,3,3,NA,NA,0,never,3,owns,diploma,40,never,cellphone,landline,internet,14,100000,4,two,NZEuropean,Asian,NZEuropean,benefit,benefit
6360,female,5,26,not in LF,36,full_time,3,0,NA,NA,0,ex_smoker,0,owns,degree,50,NA,cellphone,landline,internet,NA,NA,3,two,Other,Other,Other,benefit,benefit
6361,male,6,32,not in LF,41,full_time,4,4,owns,level_2_3,0,ex_smoker,4,owns,level_2_3,60,never,cellphone,landline,internet,11,45000,5,two,NZEuropean,NZEuropean,Other,benefit,benefit
6362,female,5,33,not in LF,31,full_time,3,1,owns,degree,0,never,0,owns,diploma,55,never,cellphone,landline,internet,14,100000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6363,male,4,32,part_time,31,full_time,3,6,owns,degree,NA,never,3,owns,level_2_3,NA,NA,cellphone,landline,internet,NA,NA,3,two,NZEuropean,NZEuropean,Other,benefit,benefit
6364,female,7,21,not in LF,NA,NA,4,0,not_owned,NA,0,ex_smoker,NA,NA,NA,0,NA,cellphone,landline,internet,14,100000,4,mother,NZEuropean,NZEuropean,NA,benefit,benefit
6365,female,8,21,not in LF,26,full_time,3,0,not_owned,level_2_3,0,smoker,0,not_owned,none,50,smoker,cellphone,landline,none,12,60000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6366,female,7,21,not in LF,19,full_time,2,0,not_owned,level_1,0,smoker,0,not_owned,level_1,58,smoker,cellphone,landline,none,8,27500,3,two,Maori,Maori,Maori,benefit,benefit
6367,male,1,37,not in LF,39,full_time,4,0,owns,degree,0,smoker,0,owns,level_1,65,ex_smoker,cellphone,landline,internet,12,60000,5,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6368,female,2,25,NA,28,full_time,3,NA,NA,NA,0,NA,3,owns,level_4,45,never,cellphone,landline,internet,NA,NA,3,two,NA,NA,NZEuropean,benefit,benefit
6369,female,1,36,not in LF,33,full_time,3,4,owns,NA,0,smoker,3,owns,level_1,64,never,cellphone,landline,internet,14,100000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6370,male,5,17,not in LF,NA,NA,3,0,not_owned,level_2_3,0,smoker,NA,NA,NA,0,NA,cellphone,landline,none,12,60000,4,mother,NZEuropean,NZEuropean,NA,benefit,benefit
6371,female,10,NA,NA,32,NA,3,NA,NA,NA,0,NA,NA,not_owned,NA,0,NA,none,landline,none,NA,NA,5,father,NA,NA,NA,benefit,benefit
6372,male,5,28,not in LF,28,not in LF,2,1,not_owned,level_2_3,0,never,0,NA,level_1,0,never,none,landline,internet,4,7500,3,two,Asian,Asian,NA,benefit,benefit
6373,female,7,24,full_time,NA,NA,2,0,not_owned,post_grad,40,never,NA,NA,NA,0,NA,cellphone,landline,internet,7,22500,2,mother,Asian,Asian,NA,benefit,benefit
6374,female,4,41,not in LF,40,full_time,5,11,owns,diploma,0,ex_smoker,5,owns,degree,50,never,cellphone,landline,internet,12,60000,5,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6375,female,5,24,not in LF,33,full_time,5,2,not_owned,level_2_3,0,never,2,not_owned,level_4,34,never,cellphone,landline,internet,14,100000,7,two,Asian,Asian,Asian,benefit,benefit
6376,male,8,34,unemployed,24,full_time,NA,8,not_owned,level_1,0,ex_smoker,4,not_owned,level_1,40,smoker,none,none,none,NA,NA,8,two,Pacific,Pacific,Pacific,benefit,benefit
6377,female,8,33,not in LF,42,not in LF,3,0,not_owned,none,0,never,NA,not_owned,diploma,0,never,cellphone,landline,internet,NA,NA,5,two,MELAA,MELAA,MELAA,benefit,benefit
6378,male,10,26,not in LF,27,full_time,2,0,not_owned,level_1,0,never,0,not_owned,level_2_3,40,never,cellphone,none,none,NA,NA,3,two,Pacific,Pacific,Pacific,benefit,benefit
6379,male,10,37,not in LF,33,not in LF,3,2,not_owned,level_2_3,0,never,1,not_owned,level_2_3,0,smoker,cellphone,landline,none,10,37500,4,two,Pacific,Pacific,Pacific,benefit,benefit
6380,male,1,37,not in LF,35,full_time,4,2,owns,level_1,0,never,2,owns,degree,40,never,cellphone,landline,internet,13,85000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6381,female,10,29,full_time,32,full_time,NA,3,not_owned,none,NA,never,0,not_owned,none,40,never,none,none,none,3,2500,5,two,Pacific,Pacific,Pacific,benefit,benefit
6382,female,9,32,NA,34,full_time,3,NA,owns,level_1,0,ex_smoker,4,owns,NA,NA,NA,cellphone,landline,internet,NA,NA,5,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6383,male,6,28,not in LF,32,full_time,2,0,not_owned,degree,0,never,0,not_owned,level_4,40,never,none,landline,none,NA,NA,3,two,Asian,Asian,Asian,benefit,benefit
6384,male,9,24,not in LF,NA,NA,2,0,not_owned,NA,0,ex_smoker,NA,NA,NA,0,NA,cellphone,landline,internet,NA,NA,6,mother,Maori,Maori,NA,benefit,benefit
6385,male,6,39,full_time,42,full_time,3,0,not_owned,level_2_3,40,smoker,0,not_owned,level_2_3,50,ex_smoker,cellphone,landline,internet,11,45000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6386,male,4,41,part_time,40,full_time,5,3,owns,diploma,20,never,3,owns,level_2_3,40,never,cellphone,landline,internet,14,100000,6,two,Asian,Asian,Asian,benefit,benefit
6387,male,6,29,part_time,35,full_time,4,6,owns,level_2_3,20,never,8,owns,NA,70,never,cellphone,landline,none,13,85000,5,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6388,male,10,19,not in LF,23,full_time,2,NA,not_owned,level_2_3,0,never,0,not_owned,none,40,never,cellphone,none,none,NA,NA,3,two,Pacific,Pacific,Pacific,benefit,benefit
6389,female,2,27,part_time,NA,NA,3,1,not_owned,none,6,smoker,NA,NA,NA,0,NA,cellphone,landline,none,7,22500,2,mother,NZEuropean,NZEuropean,NA,benefit,benefit
6390,female,4,25,part_time,27,full_time,3,2,owns,level_2_3,40,never,0,not_owned,level_2_3,40,never,cellphone,landline,internet,12,60000,5,two,NZEuropean,MELAA,MELAA,benefit,benefit
6391,female,10,19,unemployed,NA,NA,3,6,not_owned,level_2_3,0,never,NA,NA,NA,0,NA,cellphone,none,none,NA,NA,5,mother,Pacific,Pacific,NA,benefit,benefit
6392,male,7,36,not in LF,32,full_time,3,6,owns,level_2_3,0,never,6,owns,level_2_3,40,never,none,landline,internet,11,45000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6393,male,9,25,not in LF,NA,NA,3,2,not_owned,level_2_3,0,ex_smoker,NA,NA,NA,0,NA,cellphone,landline,internet,8,27500,7,mother,Maori,Maori,NA,benefit,benefit
6394,female,9,31,NA,NA,NA,3,0,NA,level_2_3,0,ex_smoker,NA,NA,NA,0,NA,cellphone,none,none,NA,NA,4,mother,NZEuropean,NA,NA,benefit,benefit
6395,male,7,34,not in LF,36,full_time,4,1,owns,degree,0,ex_smoker,1,owns,degree,40,ex_smoker,cellphone,landline,internet,14,100000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6396,female,1,36,not in LF,35,full_time,4,1,owns,level_2_3,0,never,1,owns,diploma,NA,ex_smoker,cellphone,landline,internet,14,100000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6397,male,7,23,full_time,NA,NA,2,0,not_owned,level_1,40,ex_smoker,NA,NA,NA,0,NA,cellphone,landline,none,7,22500,2,mother,NZEuropean,NZEuropean,NA,benefit,benefit
6398,female,2,39,full_time,37,full_time,3,1,owns,degree,50,never,1,owns,degree,38,never,cellphone,landline,internet,14,100000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6399,female,1,30,full_time,33,full_time,3,0,not_owned,degree,10,ex_smoker,0,not_owned,post_grad,40,never,cellphone,landline,internet,14,100000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6400,male,4,37,not in LF,38,full_time,3,5,owns,level_2_3,0,smoker,5,owns,level_1,NA,smoker,cellphone,landline,none,12,60000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6401,male,10,25,NA,NA,NA,2,NA,NA,NA,0,smoker,NA,NA,NA,0,NA,none,none,none,NA,NA,4,mother,Pacific,NA,NA,benefit,benefit
6402,male,7,29,part_time,32,full_time,5,0,owns,level_2_3,NA,never,3,owns,level_2_3,50,ex_smoker,cellphone,landline,internet,12,60000,5,two,Other,Other,Other,benefit,benefit
6403,female,6,33,full_time,37,full_time,4,1,not_owned,degree,60,never,1,not_owned,level_2_3,70,never,cellphone,landline,internet,14,100000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6404,male,7,26,full_time,NA,NA,3,1,not_owned,level_1,40,smoker,NA,NA,NA,0,NA,cellphone,landline,internet,12,60000,5,mother,Maori,Maori,NA,benefit,benefit
6405,male,9,34,not in LF,35,full_time,3,5,not_owned,level_4,28,smoker,35,NA,level_1,30,NA,cellphone,landline,none,8,27500,7,two,Pacific,Maori,Maori,benefit,benefit
6406,female,4,40,full_time,43,full_time,3,3,not_owned,diploma,40,ex_smoker,3,not_owned,level_1,40,smoker,cellphone,landline,internet,13,85000,6,two,Maori,Maori,Maori,benefit,benefit
6407,male,1,34,not in LF,39,full_time,5,0,owns,diploma,0,never,0,not_owned,degree,40,never,cellphone,landline,internet,14,100000,5,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6408,female,6,30,full_time,30,full_time,3,1,owns,level_2_3,40,NA,3,owns,level_4,45,ex_smoker,cellphone,landline,internet,13,85000,3,two,Maori,Maori,Maori,benefit,benefit
6409,male,7,27,full_time,21,full_time,3,0,not_owned,diploma,40,never,0,not_owned,level_2_3,40,never,cellphone,landline,internet,12,60000,3,two,Maori,Maori,Pacific,benefit,benefit
6410,male,9,27,not in LF,NA,NA,2,2,not_owned,none,0,never,NA,NA,NA,0,NA,cellphone,none,none,5,12500,4,mother,NZEuropean,NZEuropean,NA,benefit,benefit
6411,female,7,35,part_time,36,full_time,3,1,owns,diploma,20,never,2,owns,level_2_3,50,NA,cellphone,landline,internet,12,60000,5,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6412,male,5,26,not in LF,29,NA,3,0,NA,NA,0,ex_smoker,NA,owns,NA,NA,NA,cellphone,landline,internet,NA,NA,3,two,Other,Other,NZEuropean,benefit,benefit
6413,male,4,33,not in LF,36,full_time,3,3,not_owned,level_4,0,never,0,not_owned,level_4,43,never,cellphone,landline,none,12,60000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6414,male,4,30,full_time,35,full_time,3,0,owns,diploma,40,never,3,owns,degree,40,never,cellphone,landline,internet,14,100000,3,two,Other,Other,Other,benefit,benefit
6415,female,6,21,not in LF,NA,NA,3,0,NA,level_2_3,0,ex_smoker,NA,NA,NA,0,NA,cellphone,landline,none,NA,NA,3,mother,NZEuropean,NA,NA,benefit,benefit
6416,female,8,31,full_time,29,full_time,2,0,not_owned,degree,10,ex_smoker,0,not_owned,degree,40,ex_smoker,cellphone,landline,internet,7,22500,3,two,Asian,Asian,Asian,benefit,benefit
6417,female,7,35,not in LF,39,full_time,2,2,owns,level_2_3,0,ex_smoker,1,owns,level_2_3,40,never,cellphone,landline,internet,11,45000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6418,male,2,34,not in LF,31,full_time,3,2,owns,level_2_3,0,smoker,3,owns,level_2_3,40,smoker,cellphone,landline,internet,13,85000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6419,female,8,19,not in LF,36,full_time,5,2,not_owned,NA,0,smoker,11,not_owned,level_4,40,smoker,cellphone,landline,internet,NA,NA,7,two,Pacific,Pacific,Pacific,benefit,benefit
6420,female,5,20,full_time,25,full_time,3,1,not_owned,level_4,40,ex_smoker,1,not_owned,level_1,54,never,cellphone,none,none,10,37500,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6421,female,6,37,not in LF,34,full_time,2,2,owns,post_grad,0,never,2,owns,level_2_3,60,never,cellphone,landline,internet,14,100000,5,two,Maori,NZEuropean,Asian,benefit,benefit
6422,male,9,26,not in LF,NA,NA,3,6,NA,none,0,NA,NA,NA,NA,0,NA,none,none,none,NA,NA,4,mother,Maori,Maori,NA,benefit,benefit
6423,female,10,36,not in LF,NA,NA,3,20,not_owned,level_1,0,smoker,NA,NA,NA,0,NA,none,landline,none,7,22500,8,mother,Maori,Maori,NA,benefit,benefit
6424,male,10,NA,NA,51,part_time,3,NA,NA,NA,0,NA,0,not_owned,level_2_3,8,NA,none,landline,none,12,60000,6,father,Maori,NA,Maori,benefit,benefit
6425,female,10,33,full_time,39,not in LF,4,0,not_owned,none,34,never,0,not_owned,level_2_3,0,never,none,landline,none,11,45000,5,two,Pacific,Pacific,Pacific,benefit,benefit
6426,male,10,39,unemployed,39,full_time,4,8,not_owned,diploma,0,never,37,not_owned,none,40,smoker,cellphone,landline,none,14,100000,13,two,Pacific,Pacific,Pacific,benefit,benefit
6427,male,2,34,not in LF,36,full_time,4,0,owns,degree,0,ex_smoker,0,owns,level_4,44,smoker,cellphone,landline,internet,12,60000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6428,female,2,34,part_time,34,NA,3,2,owns,degree,8,ex_smoker,2,owns,NA,NA,never,cellphone,landline,internet,12,60000,4,two,Other,Other,Other,benefit,benefit
6429,male,10,23,not in LF,22,part_time,3,0,not_owned,level_4,0,never,1,not_owned,level_1,40,never,cellphone,landline,none,13,85000,5,two,Pacific,Pacific,Pacific,benefit,benefit
6430,male,4,33,not in LF,29,full_time,3,3,owns,level_2_3,0,never,3,owns,level_4,50,never,cellphone,landline,internet,12,60000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6431,male,10,34,not in LF,NA,NA,3,0,not_owned,NA,0,NA,NA,NA,NA,0,NA,none,landline,none,3,2500,4,mother,Maori,NZEuropean,NA,benefit,benefit
6432,male,1,39,not in LF,33,full_time,3,6,owns,degree,0,never,4,owns,post_grad,40,never,cellphone,landline,internet,11,45000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6433,female,10,25,unemployed,39,full_time,5,3,owns,none,0,never,NA,owns,level_2_3,40,never,cellphone,landline,none,NA,NA,10,two,Pacific,Pacific,Pacific,benefit,benefit
6434,male,3,29,not in LF,32,full_time,5,2,not_owned,level_2_3,0,ex_smoker,0,not_owned,level_4,40,smoker,cellphone,landline,internet,14,100000,6,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
6435,male,10,24,not in LF,NA,NA,3,NA,not_owned,none,0,smoker,NA,NA,NA,0,NA,none,none,none,8,27500,7,mother,Maori,Maori,NA,benefit,benefit
6436,male,6,31,full_time,39,NA,2,3,owns,diploma,25,never,3,NA,level_2_3,0,never,cellphone,landline,internet,NA,NA,4,two,NZEuropean,NZEuropean,Other,benefit,benefit
6437,male,10,20,full_time,35,full_time,2,2,owns,none,40,ex_smoker,2,not_owned,level_2_3,40,smoker,cellphone,none,none,12,60000,3,two,Asian,NZEuropean,NZEuropean,benefit,benefit
