ethnicity,region,sex,agegrp,qualification,occupation,hours,income
Maori,Nelson,female,15,school,none,0,0
Maori,BoP,male,20,none,none,0,11
Maori,Auckland,female,15,school,none,0,234
Maori,Waikato,male,50,none,none,0,0
Maori,Manawatu,female,35,none,none,0,12
Maori,Gisborne,female,30,none,none,0,0
Maori,Southland,female,45,none,none,0,161
Maori,Auckland,female,30,none,none,0,0
Maori,Nelson,female,65,none,none,0,387
Maori,Gisborne,male,15,none,none,0,0
Maori,Waikato,female,65,none,none,0,12
Maori,Northland,female,20,none,none,40,815
Maori,BoP,female,20,vocational,none,0,257
Maori,Auckland,female,15,none,none,0,0
Maori,Auckland,male,15,school,none,0,0
Maori,BoP,female,20,school,none,0,350
Maori,Waikato,female,25,vocational,none,0,14
Maori,Auckland,female,30,degree,none,0,332
Maori,Northland,male,20,school,none,0,1533
Maori,Manawatu,female,40,vocational,none,0,180
Maori,Waikato,female,35,vocational,none,0,0
Maori,Waikato,male,15,other,none,0,0
Maori,Wellington,female,65,school,none,0,211
Maori,Christchurch,female,65,none,none,0,813
Maori,Auckland,female,15,school,none,0,512
Maori,Gisborne,female,15,none,none,0,0
Maori,Auckland,male,65,none,none,0,0
Maori,BoP,female,15,school,none,0,0
Maori,Waikato,male,15,none,none,0,0
Maori,Northland,female,25,school,none,0,0
Maori,Auckland,female,25,vocational,none,0,354
Maori,Waikato,female,15,none,none,0,0
Maori,Auckland,female,35,none,none,0,359
Maori,Southland,female,30,school,none,0,0
Maori,Christchurch,male,15,school,none,0,319
Maori,Waikato,male,15,vocational,none,0,390
Maori,Northland,female,40,none,none,0,184
Maori,Waikato,male,65,vocational,none,0,446
Maori,Wellington,female,20,none,none,0,380
Maori,Auckland,female,15,none,none,0,0
Maori,BoP,female,15,vocational,none,0,0
Maori,Christchurch,male,45,vocational,none,0,272
Maori,Gisborne,female,35,vocational,none,0,226
Maori,Auckland,female,65,none,none,0,327
Maori,Auckland,female,30,school,none,0,0
Maori,Northland,female,40,none,none,0,554
Maori,Waikato,female,40,school,none,0,422
Maori,Waikato,male,35,school,none,0,930
Maori,Christchurch,male,35,none,none,0,271
Maori,Wellington,male,15,school,none,0,0
Maori,Northland,female,65,vocational,none,0,201
Maori,Auckland,female,45,none,none,0,99
Maori,Manawatu,male,15,none,none,0,0
Maori,Northland,female,40,none,none,0,475
Maori,Auckland,male,15,none,none,0,369
Maori,Gisborne,male,20,none,none,0,176
Maori,BoP,female,65,none,none,0,301
Maori,Waikato,female,65,school,none,0,367
Maori,Northland,male,15,none,none,0,0
Maori,Wellington,male,30,none,none,0,341
Maori,BoP,male,65,vocational,none,0,323
Maori,Christchurch,female,15,none,none,0,0
Maori,Gisborne,male,25,vocational,none,0,110
Maori,BoP,male,55,other,none,0,0
Maori,Waikato,female,60,none,none,0,450
Maori,Wellington,male,35,vocational,none,0,5
Maori,Southland,female,50,vocational,none,0,322
Maori,Taranaki,female,15,school,none,0,0
Maori,Waikato,male,65,none,none,0,435
Maori,Wellington,female,20,vocational,none,0,409
Maori,Auckland,male,15,none,none,0,1
Maori,BoP,female,45,vocational,none,0,287
Maori,Taranaki,female,15,school,none,0,0
Maori,Taranaki,female,65,other,none,0,387
Maori,Auckland,male,15,vocational,none,0,0
Maori,Nelson,male,15,none,none,0,0
Maori,Southland,female,30,vocational,none,0,0
Maori,Gisborne,female,15,school,none,0,0
Maori,Christchurch,female,35,school,none,0,175
Maori,Gisborne,male,55,vocational,none,0,0
Maori,Southland,male,40,school,none,0,457
Maori,BoP,female,45,school,none,0,339
Maori,Waikato,female,30,school,none,0,401
Maori,Wellington,male,45,vocational,none,0,747
Maori,Wellington,male,15,school,none,0,0
Maori,Otago,male,25,vocational,none,0,596
Maori,Manawatu,female,15,none,none,0,0
Maori,Northland,male,20,none,none,0,501
Maori,Auckland,male,30,none,none,0,0
Maori,Otago,female,40,none,none,0,0
Maori,Auckland,female,30,none,none,0,389
Maori,Gisborne,female,65,none,none,0,482
Maori,Northland,male,45,school,none,0,815
Maori,Auckland,female,20,school,none,0,241
Maori,Wellington,female,25,school,none,0,402
Maori,Waikato,female,15,none,none,0,0
Maori,Wellington,female,65,none,none,0,352
Maori,BoP,female,15,vocational,none,0,0
Maori,Auckland,female,30,school,none,0,0
Maori,Northland,male,40,none,none,0,353
Maori,BoP,female,25,school,none,0,293
Maori,Northland,male,15,school,none,0,0
Maori,Waikato,female,50,vocational,none,0,380
Maori,Gisborne,male,15,none,none,0,0
Maori,Auckland,female,25,vocational,none,0,331
Maori,Auckland,female,40,other,none,0,634
Maori,Auckland,female,65,vocational,none,0,274
Maori,Northland,female,50,school,none,0,271
Maori,BoP,male,65,none,none,0,454
Maori,Waikato,male,25,none,none,0,385
Maori,Waikato,female,55,none,none,0,359
Maori,Northland,female,15,none,none,0,0
Maori,Wellington,male,25,degree,none,0,428
Maori,Auckland,male,15,school,none,0,0
Maori,Christchurch,female,55,degree,none,0,510
Maori,Waikato,male,50,none,none,0,0
Maori,Waikato,male,20,school,none,0,214
Maori,Christchurch,female,25,vocational,none,0,277
Maori,Gisborne,male,15,none,none,0,303
Maori,Auckland,female,15,school,none,0,0
Maori,Northland,female,65,none,none,0,211
Maori,Waikato,male,15,school,none,0,0
Maori,Auckland,female,25,school,none,0,0
Maori,Waikato,male,45,vocational,none,0,339
Maori,BoP,male,20,school,none,0,330
Maori,Waikato,female,55,none,none,0,350
Maori,Gisborne,female,55,vocational,none,0,350
Maori,Wellington,female,25,vocational,none,0,0
Maori,Christchurch,male,65,none,none,0,2776
Maori,Manawatu,male,15,school,none,0,277
Maori,Northland,female,45,vocational,none,0,323
Maori,Gisborne,male,15,school,none,0,0
Maori,Manawatu,male,15,school,none,0,0
Maori,BoP,male,15,none,none,0,0
Maori,Gisborne,female,40,vocational,none,0,350
Maori,Waikato,female,65,none,none,0,211
Maori,Christchurch,male,15,none,none,0,0
Maori,Wellington,female,65,school,none,0,271
Maori,Northland,female,65,none,none,0,0
Maori,Auckland,male,15,school,none,0,0
Maori,Christchurch,male,45,none,none,0,369
Maori,Southland,female,15,school,none,0,0
Maori,Manawatu,female,25,vocational,none,0,275
Maori,Christchurch,male,20,school,none,0,0
Maori,Wellington,male,30,none,none,0,459
Maori,Auckland,female,20,other,none,0,135
Maori,Northland,female,20,school,none,0,25
Maori,Waikato,male,60,vocational,none,0,7
Maori,Waikato,female,65,none,none,0,350
Maori,Otago,male,15,vocational,none,0,0
Maori,Waikato,male,30,vocational,none,0,0
Maori,Gisborne,male,20,school,none,0,322
Maori,Wellington,male,25,none,none,0,573
Maori,Otago,male,15,school,none,0,0
Maori,Christchurch,female,55,vocational,none,0,582
Maori,Auckland,male,65,none,none,0,-183
Maori,Manawatu,male,55,school,none,0,0
Maori,Waikato,female,50,vocational,none,0,36
Maori,BoP,male,15,vocational,none,0,0
Maori,Northland,male,65,none,none,0,0
Maori,Manawatu,male,45,school,none,0,265
Maori,Gisborne,female,20,school,none,0,412
Maori,Auckland,male,15,school,none,0,0
Maori,Wellington,female,45,school,none,0,638
Maori,Taranaki,female,35,other,none,0,396
Maori,BoP,female,65,none,none,0,766
Maori,Southland,female,15,none,none,0,0
Maori,Manawatu,male,15,school,none,0,0
Maori,Northland,female,55,none,none,0,111
Maori,BoP,female,15,none,none,0,0
Maori,Northland,female,20,vocational,none,0,0
Maori,Waikato,female,35,none,none,0,344
Maori,Manawatu,male,30,vocational,none,0,117
Maori,BoP,male,65,none,none,0,335
Maori,Gisborne,female,50,none,none,0,0
Maori,Auckland,female,65,none,none,0,352
Maori,Waikato,male,55,vocational,none,0,0
Maori,Gisborne,female,40,vocational,none,0,197
Maori,Northland,male,15,none,none,0,0
Maori,Gisborne,female,25,none,none,0,52
Maori,BoP,female,45,vocational,none,0,418
Maori,Christchurch,male,65,school,none,0,328
Maori,Gisborne,female,25,vocational,none,0,374
Maori,Waikato,male,40,none,none,0,0
Maori,Northland,male,50,none,none,0,972
Maori,BoP,male,65,none,none,0,195
Maori,Wellington,female,45,other,none,0,5
Maori,BoP,male,40,other,none,0,346
Maori,Gisborne,female,25,none,none,0,237
Maori,Gisborne,female,30,school,none,0,230
Maori,Auckland,male,15,none,none,0,0
Maori,Auckland,male,60,none,none,0,0
Maori,Christchurch,female,55,vocational,none,0,452
Maori,Waikato,female,25,none,none,0,4
Maori,Wellington,female,20,vocational,none,0,340
Maori,Auckland,female,65,degree,none,0,105
Maori,Gisborne,male,40,vocational,none,0,416
Maori,BoP,female,15,none,none,0,135
Maori,Gisborne,male,40,vocational,none,0,0
Maori,Wellington,male,65,degree,none,0,323
Maori,Waikato,female,15,none,none,0,0
Maori,Waikato,female,60,none,none,0,379
Maori,Christchurch,male,15,school,none,0,0
Maori,Southland,male,20,vocational,none,0,432
Maori,Waikato,female,15,school,none,0,0
Maori,Waikato,male,30,vocational,none,0,428
Maori,Auckland,female,20,none,none,0,315
Maori,Auckland,male,60,none,none,0,-208
Maori,Gisborne,female,45,none,none,0,387
Maori,Waikato,female,65,none,none,0,296
Maori,Taranaki,female,60,vocational,none,0,505
Maori,Gisborne,female,60,vocational,none,0,331
Maori,Waikato,female,35,vocational,none,0,82
Maori,Northland,female,45,vocational,none,0,331
Maori,Auckland,female,35,vocational,none,0,364
Maori,Gisborne,female,35,none,none,0,418
Maori,Waikato,female,25,school,none,0,332
Maori,Gisborne,female,65,school,none,0,452
Maori,Waikato,male,15,none,none,0,0
Maori,BoP,female,15,school,none,0,0
Maori,Northland,female,15,none,none,0,0
Maori,Wellington,male,25,none,none,0,0
Maori,Gisborne,female,40,none,none,0,226
Maori,Christchurch,female,30,other,none,0,478
Maori,Gisborne,male,30,vocational,none,0,324
Maori,Wellington,male,65,none,none,0,165
Maori,Taranaki,female,15,vocational,none,0,1156
Maori,BoP,female,40,school,none,0,379
Maori,Waikato,female,45,school,none,0,84
Maori,Waikato,female,20,school,none,0,334
Maori,Wellington,male,25,degree,none,0,224
Maori,Christchurch,male,25,vocational,none,0,65
Maori,Wellington,male,25,vocational,none,0,60
Maori,BoP,female,45,vocational,none,0,0
Maori,BoP,female,60,none,none,0,135
Maori,Auckland,female,25,vocational,none,0,246
Maori,Otago,male,65,none,none,0,271
Maori,Auckland,female,15,none,none,0,0
Maori,Gisborne,female,25,vocational,none,0,428
Maori,Wellington,male,15,none,none,0,0
Maori,Southland,female,40,school,none,0,0
Maori,Gisborne,male,65,none,none,0,243
Maori,Auckland,male,15,none,none,0,0
Maori,Wellington,male,15,vocational,none,0,0
Maori,Auckland,female,30,other,none,0,0
Maori,Taranaki,male,45,vocational,none,0,332
Maori,Wellington,female,65,none,none,0,138
Maori,Wellington,male,15,school,none,0,139
Maori,Taranaki,male,65,none,none,0,271
Maori,Auckland,male,15,school,none,0,504
Maori,Northland,female,65,vocational,none,0,198
Maori,Northland,male,35,none,none,0,132
Maori,Wellington,female,20,vocational,none,0,338
Maori,Christchurch,male,65,none,none,0,885
Maori,Waikato,female,20,vocational,none,0,313
Maori,Auckland,male,15,none,none,0,0
Maori,Auckland,female,50,vocational,none,0,375
Maori,Wellington,female,25,none,none,0,393
Maori,Wellington,female,35,degree,none,0,1213
MELAA,Auckland,male,30,degree,none,0,675
MELAA,Auckland,male,65,none,none,0,228
MELAA,Auckland,male,40,none,none,0,436
MELAA,Auckland,female,20,vocational,none,0,311
MELAA,Otago,female,60,school,none,0,471
MELAA,Auckland,female,25,school,none,0,436
MELAA,Wellington,male,45,school,none,0,270
MELAA,Wellington,female,20,school,none,0,0
MELAA,Auckland,female,30,none,none,0,444
MELAA,Otago,male,40,none,none,0,305
MELAA,Auckland,female,15,school,none,0,144
MELAA,Waikato,male,50,none,none,0,0
MELAA,Auckland,female,15,school,none,0,0
MELAA,Auckland,female,65,other,none,0,0
MELAA,Auckland,male,30,degree,none,0,247
MELAA,Christchurch,female,30,other,none,0,234
MELAA,Waikato,female,40,school,none,0,0
MELAA,Auckland,male,30,degree,none,0,19
MELAA,Auckland,male,30,school,none,0,0
MELAA,Auckland,female,20,none,none,0,32
MELAA,Auckland,female,40,other,none,0,0
MELAA,Auckland,female,65,other,none,0,168
MELAA,Waikato,male,20,other,none,0,317
MELAA,Waikato,female,40,school,none,0,356
MELAA,Auckland,male,35,school,none,0,525
MELAA,Auckland,female,40,other,none,0,0
MELAA,Christchurch,female,40,other,none,0,0
MELAA,Auckland,female,50,none,none,0,373
MELAA,Auckland,male,65,degree,none,0,-527
MELAA,Wellington,female,25,school,none,0,411
MELAA,Northland,male,30,other,none,0,2271
MELAA,Auckland,female,40,other,none,0,185
MELAA,Auckland,male,25,school,none,0,344
MELAA,Wellington,male,15,school,none,0,0
MELAA,Auckland,male,65,other,none,0,163
MELAA,Auckland,male,65,degree,none,0,358
MELAA,Christchurch,female,15,school,none,0,0
MELAA,Auckland,male,40,none,none,0,5
MELAA,Auckland,male,65,degree,none,0,465
MELAA,Auckland,female,25,vocational,none,0,0
MELAA,Auckland,male,65,degree,none,0,0
MELAA,Auckland,male,65,other,none,0,324
MELAA,Auckland,male,25,vocational,none,0,310
MELAA,Christchurch,female,40,school,none,0,0
MELAA,Wellington,female,25,vocational,none,0,397
MELAA,Auckland,male,50,vocational,none,0,949
MELAA,Wellington,male,45,school,none,0,0
MELAA,Christchurch,male,25,vocational,none,0,332
MELAA,Wellington,female,55,vocational,none,0,0
MELAA,Wellington,female,25,school,none,0,262
MELAA,Christchurch,female,15,school,none,0,270
MELAA,Otago,female,35,vocational,none,0,198
MELAA,Auckland,male,25,none,none,0,0
MELAA,Auckland,female,65,other,none,0,34
MELAA,Auckland,female,15,school,none,0,0
MELAA,Christchurch,male,35,none,none,0,203
MELAA,Auckland,female,65,degree,none,0,252
MELAA,Northland,female,25,vocational,none,0,352
MELAA,Auckland,female,20,degree,none,0,372
MELAA,Northland,male,45,vocational,none,0,374
MELAA,Wellington,female,30,other,none,0,117
MELAA,Auckland,female,15,none,none,0,0
MELAA,Wellington,female,55,none,none,0,0
MELAA,Auckland,female,20,school,none,0,104
MELAA,Auckland,female,25,vocational,none,0,510
MELAA,Auckland,male,65,degree,none,0,0
MELAA,Manawatu,female,20,school,none,0,418
MELAA,Auckland,male,60,school,none,0,440
MELAA,Northland,female,25,school,none,0,342
MELAA,Christchurch,female,15,none,none,0,0
MELAA,Auckland,male,55,vocational,none,0,162
MELAA,Gisborne,female,35,school,none,0,0
MELAA,Auckland,female,20,vocational,none,0,296
MELAA,Auckland,male,40,none,none,0,231
MELAA,Christchurch,male,30,none,none,0,81
MELAA,Auckland,female,15,vocational,none,0,0
MELAA,Auckland,female,15,school,none,0,0
MELAA,Auckland,female,20,school,none,0,408
MELAA,Waikato,female,65,vocational,none,0,197
MELAA,Christchurch,female,40,none,none,0,153
MELAA,Manawatu,female,20,school,none,0,66
MELAA,Auckland,male,65,none,none,0,1003
MELAA,Wellington,male,45,school,none,0,311
MELAA,Wellington,female,35,none,none,0,412
MELAA,Auckland,male,15,school,none,0,0
MELAA,Christchurch,female,40,none,none,0,315
MELAA,Christchurch,female,15,school,none,0,346
MELAA,Wellington,male,30,vocational,none,0,401
MELAA,Auckland,male,15,school,none,0,0
MELAA,Wellington,female,35,other,none,0,2
MELAA,Auckland,female,55,school,none,0,428
MELAA,Auckland,male,30,degree,none,0,330
MELAA,Waikato,male,50,vocational,none,0,252
MELAA,Christchurch,female,15,school,none,0,0
MELAA,Auckland,female,30,none,none,0,410
MELAA,Auckland,female,25,degree,none,0,158
MELAA,Waikato,female,20,other,none,0,100
MELAA,Northland,male,25,other,none,0,0
MELAA,Auckland,female,20,school,none,0,308
MELAA,Auckland,female,20,school,none,0,0
MELAA,Wellington,male,20,vocational,none,0,346
MELAA,Auckland,male,15,school,none,0,0
MELAA,Wellington,female,30,school,none,0,497
MELAA,Auckland,male,25,vocational,none,0,228
MELAA,Auckland,male,15,school,none,0,279
MELAA,Wellington,male,25,vocational,none,0,192
MELAA,Auckland,female,15,none,none,0,0
MELAA,Auckland,female,20,school,none,0,743
MELAA,Wellington,male,30,other,none,0,342
MELAA,Auckland,male,20,vocational,none,0,240
MELAA,Auckland,female,65,none,none,0,358
MELAA,Waikato,female,40,school,none,0,350
MELAA,Auckland,female,40,none,none,0,346
MELAA,Auckland,female,15,vocational,none,0,0
MELAA,Waikato,male,20,other,none,0,265
MELAA,Wellington,female,15,school,none,0,0
MELAA,Auckland,female,15,none,none,0,0
MELAA,Auckland,male,30,degree,none,0,648
MELAA,Auckland,male,25,none,none,0,353
MELAA,Auckland,male,50,none,none,0,0
MELAA,Auckland,female,15,school,none,0,0
MELAA,Christchurch,female,25,school,none,0,418
MELAA,Christchurch,male,25,school,none,0,312
MELAA,Auckland,male,15,none,none,0,0
MELAA,Auckland,female,15,vocational,none,0,0
MELAA,Christchurch,female,15,school,none,0,0
MELAA,Waikato,female,50,other,none,0,353
MELAA,Auckland,female,15,school,none,0,0
MELAA,Auckland,female,25,vocational,none,0,495
MELAA,Auckland,female,15,school,none,0,0
MELAA,Auckland,female,20,vocational,none,0,0
Maori,Auckland,male,15,none,none,0,7
Maori,Manawatu,female,15,none,none,0,0
Maori,Auckland,female,15,school,none,0,0
Maori,Northland,male,15,school,none,0,0
Maori,Auckland,male,20,school,none,0,535
Maori,Wellington,male,15,school,none,0,334
Maori,Auckland,female,20,school,none,0,198
Maori,Auckland,male,15,school,none,0,0
Maori,Auckland,female,40,none,none,0,315
Maori,Auckland,male,15,vocational,none,0,0
Maori,Auckland,male,15,none,none,0,0
Maori,Auckland,male,15,school,none,0,0
Maori,Auckland,male,30,none,none,0,312
Maori,Auckland,male,15,school,none,0,0
Maori,Auckland,male,15,none,none,0,258
Maori,Wellington,male,30,vocational,none,0,0
Maori,Auckland,female,40,vocational,none,0,0
Maori,Auckland,male,20,school,none,0,226
Maori,Gisborne,male,45,degree,none,0,402
Maori,BoP,male,30,none,none,0,0
Maori,Waikato,female,20,vocational,none,0,0
Maori,Auckland,male,15,vocational,none,0,0
Maori,Auckland,female,15,school,none,0,0
Maori,Auckland,male,15,school,none,0,245
Maori,Auckland,male,15,school,none,0,0
Maori,Auckland,female,30,vocational,none,0,-69
Maori,Auckland,female,20,school,none,0,903
Maori,Christchurch,female,15,none,none,0,44
Maori,Wellington,female,35,none,none,0,211
Maori,Auckland,male,15,none,none,0,0
Maori,Auckland,female,30,none,none,0,373
Maori,BoP,female,15,school,none,0,0
Maori,Otago,female,15,school,none,0,0
Maori,Christchurch,female,15,none,none,0,0
Maori,Gisborne,male,35,degree,none,0,282
Maori,Christchurch,female,35,other,none,0,290
Maori,Wellington,male,15,school,none,0,0
Maori,Northland,female,65,none,none,0,252
Maori,Auckland,female,15,school,none,0,0
Maori,Waikato,female,20,school,none,0,345
Maori,Auckland,male,20,school,none,0,0
Maori,Auckland,female,20,vocational,none,0,331
Maori,Auckland,female,15,none,none,0,0
Maori,Christchurch,male,15,none,none,0,3
Maori,Auckland,female,15,school,none,0,0
Maori,Wellington,male,15,school,none,0,0
Maori,Northland,male,15,other,none,0,0
Maori,Waikato,female,20,school,none,0,331
Maori,BoP,male,20,school,none,0,154
Maori,Wellington,female,20,school,none,0,-103
