Country,Region,Life.Expectancy,GDP.per.Capita,Population,Year,Children.per.Woman
Suriname,America,66.707,5518.301344,370748, yr 1984,3.471
Trinidad and Tobago,America,67.992,8647.690186,1150426, yr 1984,3.129
Turks and Caicos Islands,America,,12375.93082,8911, yr 1984,
United States,America,74.82,29785.25419,236348292, yr 1984,1.848
Uruguay,America,71.349,6366.469352,2990097, yr 1984,2.546
Abkhazia,Europe & Central Asia,,,, yr 1984,
Akrotiri and Dhekelia,Europe & Central Asia,,,, yr 1984,
Albania,Europe & Central Asia,71.018,3672.867539,2895998, yr 1984,3.282
Andorra,Europe & Central Asia,,25820.29864,42712, yr 1984,
Armenia,Europe & Central Asia,70.155,,3322394, yr 1984,2.441
Austria,Europe & Central Asia,73.79,22336.9462,7554132, yr 1984,1.5225
Azerbaijan,Europe & Central Asia,65.355,,6578901, yr 1984,2.98
Belarus,Europe & Central Asia,70.65,,9914262, yr 1984,2.099
Belgium,Europe & Central Asia,74.43,21498.93801,9855300, yr 1984,1.571
Bosnia and Herzegovina,Europe & Central Asia,71.439,4220.394541,4241401, yr 1984,1.973
Bulgaria,Europe & Central Asia,71.35,8301.979654,8928271, yr 1984,2.005
Channel Islands,Europe & Central Asia,74.496,,133458, yr 1984,1.434
Croatia,Europe & Central Asia,70.732,13522.30088,4441854, yr 1984,1.943
Cyprus,Europe & Central Asia,75.388,,, yr 1984,2.451
Czech Rep.,Europe & Central Asia,,15900.92311,10309224, yr 1984,1.982
Czechoslovakia,Europe & Central Asia,,,15423304, yr 1984,
Denmark,Europe & Central Asia,74.65,22601.41001,5111619, yr 1984,1.4
East Germany,Europe & Central Asia,,,, yr 1984,
Estonia,Europe & Central Asia,69.65,,1526128, yr 1984,2.166
Faeroe Islands,Europe & Central Asia,,,45063, yr 1984,
Finland,Europe & Central Asia,74.77,19387.97098,4881788, yr 1984,1.7
France,Europe & Central Asia,75.37,21488.64585,54946500, yr 1984,1.847
Georgia,Europe & Central Asia,69.909,6876.80125,5161724, yr 1984,2.275
Germany,Europe & Central Asia,74.111,,, yr 1984,1.455
Gibraltar,Europe & Central Asia,,,28194, yr 1984,
Greece,Europe & Central Asia,75.725,15123.23596,9887169, yr 1984,1.82
Greenland,Europe & Central Asia,,25612.49126,52644, yr 1984,
Guernsey,Europe & Central Asia,,,54718, yr 1984,
Holy See,Europe & Central Asia,,,, yr 1984,
Hungary,Europe & Central Asia,68.99,12786.878,10668095, yr 1984,1.808
Iceland,Europe & Central Asia,77.43,23215.83465,239498, yr 1984,2.191
Ireland,Europe & Central Asia,73.71,12953.43922,3529000, yr 1984,2.683
Isle of Man,Europe & Central Asia,,10937.39604,64422, yr 1984,
Italy,Europe & Central Asia,75.56,17530.69389,56696963, yr 1984,1.457
Jersey,Europe & Central Asia,,,78740, yr 1984,
Kazakhstan,Europe & Central Asia,66.523,,15630279, yr 1984,3.006
Kosovo,Europe & Central Asia,,,7685681, yr 1984,
Kyrgyzstan,Europe & Central Asia,,,3923781, yr 1984,4.097
Latvia,Europe & Central Asia,69.51,9596.890615,2587996, yr 1984,2.062
Liechtenstein,Europe & Central Asia,,42245.32957,26597, yr 1984,
Lithuania,Europe & Central Asia,70.49,,3555054, yr 1984,2.063
Luxembourg,Europe & Central Asia,73.11,29606.07112,366272, yr 1984,1.448
"Macedonia, FYR",Europe & Central Asia,69.922,8262.474651,1837295, yr 1984,2.277
Malta,Europe & Central Asia,74.009,10018.25714,351379, yr 1984,1.978
Moldova,Europe & Central Asia,65.595,,4113243, yr 1984,2.62
Monaco,Europe & Central Asia,,27452.79375,27837, yr 1984,
Montenegro,Europe & Central Asia,74.369,,9669888, yr 1984,2.108
Netherlands,Europe & Central Asia,,,, yr 1984,
Ngorno-Karabakh,Europe & Central Asia,,,, yr 1984,
Northern Cyprus,Europe & Central Asia,,,, yr 1984,
Norway,Europe & Central Asia,76.19,27549,4140095, yr 1984,1.66
Poland,Europe & Central Asia,70.9,9030.450647,36904134, yr 1984,2.294
Portugal,Europe & Central Asia,72.98,11482.98624,9885387, yr 1984,1.874
Romania,Europe & Central Asia,69.642,9855.445875,22453788, yr 1984,2.304
Russia,Europe & Central Asia,,,142922263, yr 1984,2.11
San Marino,Europe & Central Asia,,23569.02155,22501, yr 1984,
Serbia,Europe & Central Asia,70.473,,, yr 1984,2.309
Serbia and Montenegro,Europe & Central Asia,,,9669888, yr 1984,
Serbia excluding Kosovo,Europe & Central Asia,,,7685681, yr 1984,
Slovak Republic,Europe & Central Asia,70.73,11735.03758,5114080, yr 1984,2.251
Slovenia,Europe & Central Asia,71.34,18272.76075,1896413, yr 1984,1.815
South Ossetia,Europe & Central Asia,,,, yr 1984,
Spain,Europe & Central Asia,76.46,14342.73031,38362861, yr 1984,1.734
Svalbard,Europe & Central Asia,,,, yr 1984,
Sweden,Europe & Central Asia,76.92,22839,8342621, yr 1984,1.719
Switzerland,Europe & Central Asia,76.82,29128.18896,6529684, yr 1984,1.525
Tajikistan,Europe & Central Asia,63.203,,4445727, yr 1984,5.51
Transnistria,Europe & Central Asia,,,, yr 1984,
Turkey,Europe & Central Asia,61.587,4784.94986,49554400, yr 1984,3.747
Turkmenistan,Europe & Central Asia,62.142,,3164611, yr 1984,4.718
Ukraine,Europe & Central Asia,69.57,,50769375, yr 1984,2.052
United Kingdom,Europe & Central Asia,74.83,19309.6655,56462228, yr 1984,1.804
USSR,Europe & Central Asia,,,275379897, yr 1984,
Uzbekistan,Europe & Central Asia,66.718,,17764159, yr 1984,4.616
Yugoslavia,Europe & Central Asia,,,22086851, yr 1984,
Åland,Europe & Central Asia,,,, yr 1984,
American Samoa,East Asia & Pacific,,,37092, yr 1984,
Australia,East Asia & Pacific,76.02,20295.25294,15579400, yr 1984,1.84
Brunei,East Asia & Pacific,72.131,59654.84636,213018, yr 1984,3.645
Cambodia,East Asia & Pacific,52.23,677.8562439,7656585, yr 1984,6.505
China,East Asia & Pacific,66.712,1229.075365,1036825000, yr 1984,2.625
Christmas Island,East Asia & Pacific,,,, yr 1984,
Cocos Island,East Asia & Pacific,,,, yr 1984,
Cook Islands,East Asia & Pacific,,7241.722469,17691, yr 1984,
Fiji,East Asia & Pacific,65.414,3189.483499,685572, yr 1984,3.694
French Polynesia,East Asia & Pacific,66.894,20668.01533,170279, yr 1984,3.745
Guam,East Asia & Pacific,70.347,,117296, yr 1984,3.076
"Hong Kong, China",East Asia & Pacific,75.644,16504.23975,5397900, yr 1984,1.617
Indonesia,East Asia & Pacific,57.494,1609.26792,159975000, yr 1984,3.887
Japan,East Asia & Pacific,77.54,20339.95264,120034697, yr 1984,1.73
Kiribati,East Asia & Pacific,,2650.579327,61147, yr 1984,
"Korea, Dem. Rep.",East Asia & Pacific,69.752,3373,18196000, yr 1984,2.782
"Korea, Rep.",East Asia & Pacific,67.676,5804,40406000, yr 1984,1.979
Laos,East Asia & Pacific,,1149.386551,3576706, yr 1984,6.273
"Macao, China",East Asia & Pacific,74.782,17365.76517,298982, yr 1984,2.396
Malaysia,East Asia & Pacific,68.532,5360.360974,15157328, yr 1984,4.191
Marshall Islands,East Asia & Pacific,,5907.790414,36648, yr 1984,
"Micronesia, Fed. Sts.",East Asia & Pacific,65.541,4372.636574,87784, yr 1984,5.752
Mongolia,East Asia & Pacific,58.392,2122.46679,1855693, yr 1984,5.502
Myanmar,East Asia & Pacific,58.459,1057.161517,36060228, yr 1984,4.365
Nauru,East Asia & Pacific,,12921.79336,8329, yr 1984,
New Caledonia,East Asia & Pacific,68.928,23947.90697,149659, yr 1984,3.22
New Zealand,East Asia & Pacific,74.49,18612.87789,3278900, yr 1984,2.1239
Niue,East Asia & Pacific,,,, yr 1984,
Norfolk Island,East Asia & Pacific,,,, yr 1984,
Northern Mariana Islands,East Asia & Pacific,,,20109, yr 1984,
Palau,East Asia & Pacific,,14932.44009,13705, yr 1984,
Papua New Guinea,East Asia & Pacific,52.824,1681.730589,3296419, yr 1984,5.312
Philippines,East Asia & Pacific,62.769,2348.404685,55963794, yr 1984,4.823
Pitcairn,East Asia & Pacific,,,, yr 1984,
Samoa,East Asia & Pacific,61.92,3345.521965,162265, yr 1984,4.836
Singapore,East Asia & Pacific,72.207,17312.22271,2743297, yr 1984,1.62
Solomon Islands,East Asia & Pacific,57.69,1579.086654,269681, yr 1984,6.349
Taiwan,East Asia & Pacific,72.81,9353,19083348, yr 1984,2.055
Thailand,East Asia & Pacific,68.589,2581.974657,50533778, yr 1984,2.703
Timor-Leste,East Asia & Pacific,40.821,,632731, yr 1984,5.315
Tokelau,East Asia & Pacific,,,, yr 1984,
Tonga,East Asia & Pacific,68.478,3626.125858,92883, yr 1984,5.272
Tuvalu,East Asia & Pacific,,2619.222424,8080, yr 1984,
Wallis et Futuna,East Asia & Pacific,,,12806, yr 1984,
Venezuela,America,,9500.515805,16544524, yr 1984,3.861
West Germany,Europe & Central Asia,,,, yr 1984,
Western Sahara,Middle East & North Africa,53.251,,162236, yr 1984,5.404
Vietnam,East Asia & Pacific,60.04,777.0613592,58762040, yr 1984,4.33
Virgin Islands (U.S.),America,,,, yr 1984,
Vanuatu,East Asia & Pacific,60.521,3507.641223,130982, yr 1984,5.282
"Korea, United",East Asia & Pacific,,,58602000, yr 1984,
Angola,Sub-Saharan Africa,41.637,2728.529902,8018724, yr 1988,7.194
Benin,Sub-Saharan Africa,52.946,1222.901415,4382448, yr 1988,6.86
Botswana,Sub-Saharan Africa,63.999,6959.659458,1188137, yr 1988,5.036
Burkina Faso,Sub-Saharan Africa,46.977,957.8685639,7824563, yr 1988,6.93
Burundi,Sub-Saharan Africa,47.517,628.5897867,5257314, yr 1988,6.754
Cameroon,Sub-Saharan Africa,55.081,2411.324587,11105864, yr 1988,6.08
Cape Verde,Sub-Saharan Africa,65.166,1500.814566,336773, yr 1988,5.581
Central African Rep.,Sub-Saharan Africa,,837.772705,2916332, yr 1988,5.868
Chad,Sub-Saharan Africa,51.035,1066.26406,5674660, yr 1988,6.694
Comoros,Sub-Saharan Africa,55.294,1337.51048,405874, yr 1988,5.924
"Congo, Dem. Rep.",Sub-Saharan Africa,47.763,655.3399676,36632259, yr 1988,7.005
"Congo, Rep.",Sub-Saharan Africa,59.976,4080.895491,2129084, yr 1988,5.518
Cote d'Ivoire,Sub-Saharan Africa,57.138,2049.196791,11122436, yr 1988,6.543
Equatorial Guinea,Sub-Saharan Africa,45.923,1010.404744,349968, yr 1988,5.891
Eritrea,Sub-Saharan Africa,46.648,,, yr 1988,6.304
Eritrea and Ethiopia,Sub-Saharan Africa,,,47584614, yr 1988,
Ethiopia,Sub-Saharan Africa,45.988,564.3738195,44606289, yr 1988,7.076
Gabon,Sub-Saharan Africa,60.479,12980.2906,899193, yr 1988,5.186
Gambia,Sub-Saharan Africa,,651.850951,880170, yr 1988,6.152
Ghana,Sub-Saharan Africa,55.966,870.0525456,14568008, yr 1988,5.828
Guinea,Sub-Saharan Africa,53.689,1748.268178,3638032, yr 1988,4.934
Guinea-Bissau,Sub-Saharan Africa,43.434,747.969752,949625, yr 1988,5.821
Kenya,Sub-Saharan Africa,59.743,1396.422336,21918633, yr 1988,6.422
Lesotho,Sub-Saharan Africa,58.011,851.827177,1639294, yr 1988,5.088
Liberia,Sub-Saharan Africa,47.755,490.9245793,2339630, yr 1988,6.579
Madagascar,Sub-Saharan Africa,49.841,1140.361019,10876604, yr 1988,6.256
Malawi,Sub-Saharan Africa,48.028,610.9350538,8349217, yr 1988,7.12
Mali,Sub-Saharan Africa,42.48,670.504547,7777570, yr 1988,6.51
Mauritania,Sub-Saharan Africa,55.344,1435.101782,1891894, yr 1988,5.982
Mauritius,Sub-Saharan Africa,68.797,5062.208201,1052336, yr 1988,2.194
Mayotte,Sub-Saharan Africa,71.561,,79415, yr 1988,
Mozambique,Sub-Saharan Africa,42.959,424.4813332,12517962, yr 1988,6.313
Namibia,Sub-Saharan Africa,61.345,3624.189909,1332970, yr 1988,5.491
Niger,Sub-Saharan Africa,,,, yr 1988,
Nigeria,Sub-Saharan Africa,44.687,1481.384981,83815330, yr 1988,6.735
Reunion,Sub-Saharan Africa,72.139,5508.864509,573509, yr 1988,2.529
Rwanda,Sub-Saharan Africa,48.069,793.5517273,6552179, yr 1988,7.375
Saint Helena,Sub-Saharan Africa,,,6582, yr 1988,
Sao Tome and Principe,Sub-Saharan Africa,61.865,1508.152986,113570, yr 1988,5.613
Senegal,Sub-Saharan Africa,51.344,1470.264047,7391190, yr 1988,6.883
Seychelles,Sub-Saharan Africa,,10747.29219,72387, yr 1988,
Sierra Leone,Sub-Saharan Africa,41.245,1298.326262,3961276, yr 1988,5.561
Somalia,Sub-Saharan Africa,45.322,1089.285829,6900134, yr 1988,6.659
Somaliland,Sub-Saharan Africa,,,, yr 1988,
South Africa,Sub-Saharan Africa,60.849,7965.50168,36761065, yr 1988,3.923
Sudan,Sub-Saharan Africa,51.848,1494.415186,25240354, yr 1988,6.064
Swaziland,Sub-Saharan Africa,59.629,3712.853493,817085, yr 1988,6.051
Tanzania,Sub-Saharan Africa,51.167,840.7083629,, yr 1988,6.328
Togo,Sub-Saharan Africa,57.357,1212.077333,3268540, yr 1988,6.533
Uganda,Sub-Saharan Africa,49.013,636.7938514,15892811, yr 1988,7.1
Zambia,Sub-Saharan Africa,51.797,1249.787665,7502249, yr 1988,6.604
Zimbabwe,Sub-Saharan Africa,61.527,744.4589752,9560036, yr 1988,5.577
Afghanistan,South Asia,40.962,770.010794,14076478, yr 1988,7.915
Bangladesh,South Asia,52.723,759,105771136, yr 1988,4.798
Bhutan,South Asia,51.07,1535.466649,1525539, yr 1988,6.189
India,South Asia,57.697,1081,805000000, yr 1988,4.127
Maldives,South Asia,59.669,1761.796272,201721, yr 1988,6.486
Nepal,South Asia,52.769,815.8148153,18374009, yr 1988,5.327
Pakistan,South Asia,59.994,1761,108384014, yr 1988,6.362
Sri Lanka,South Asia,69.03,1898.766592,16734716, yr 1988,2.664
Algeria,Middle East & North Africa,65.974,5415.986264,23883858, yr 1988,5.195
Bahrain,Middle East & North Africa,71.015,18571.20729,469484, yr 1988,4
Djibouti,Middle East & North Africa,50.227,2742.923331,326580, yr 1988,6.353
Egypt,Middle East & North Africa,,3956.622473,54024248, yr 1988,5.024
Iran,Middle East & North Africa,,5892.143401,53318370, yr 1988,5.474
Iraq,Middle East & North Africa,63.325,8801.59058,17038084, yr 1988,6.109
Israel,Middle East & North Africa,76.01,17187.12249,4271530, yr 1988,3.025
Jordan,Middle East & North Africa,66.12,4257.363231,2916505, yr 1988,5.812
Kuwait,Middle East & North Africa,74.239,27895.53085,1973148, yr 1988,3.855
Lebanon,Middle East & North Africa,68.084,4896.806535,3095949, yr 1988,3.288
Libya,Middle East & North Africa,66.667,11617.20916,3913314, yr 1988,5.491
Morocco,Middle East & North Africa,62.999,2963.853596,23554959, yr 1988,4.379
Oman,Middle East & North Africa,68.199,18002.57862,1651822, yr 1988,6.8
Qatar,Middle East & North Africa,68.525,40632.35159,429731, yr 1988,4.651
Saudi Arabia,Middle East & North Africa,66.743,20995.14208,15233131, yr 1988,6.16
Syria,Middle East & North Africa,,3500.157171,11632190, yr 1988,6.089
Tunisia,Middle East & North Africa,67.404,3732.502282,7895088, yr 1988,4.026
United Arab Emirates,Middle East & North Africa,71.563,27050.84734,1839339, yr 1988,4.724
West Bank and Gaza,Middle East & North Africa,67.415,5276.330831,1757935, yr 1988,
"Yemen, Rep.",Middle East & North Africa,53.233,1989.88649,11591069, yr 1988,8.352
Yemen Arab Republic (Former),Middle East & North Africa,,,, yr 1988,
Yemen Democratic (Former),Middle East & North Africa,,,, yr 1988,
Anguilla,America,,11605.74418,7654, yr 1988,
Antigua and Barbuda,America,,10425.2269,63339, yr 1988,
Argentina,America,71.162,8845.591444,32090943, yr 1988,3.037
Aruba,America,73.377,21252.4093,65922, yr 1988,2.289
Bahamas,America,,22549.93421,248063, yr 1988,2.646
Barbados,America,74.292,14140.09281,260313, yr 1988,1.729
Belize,America,72.082,4092.65547,181390, yr 1988,4.671
Bermuda,America,,51378.54873,57166, yr 1988,
Bolivia,America,57.632,2800.943227,6283164, yr 1988,4.989
Brazil,America,65.495,7657.323839,145782100, yr 1988,3.039
British Virgin Islands,America,,4961.388411,14615, yr 1988,
Canada,America,76.93,27562.41454,26894800, yr 1988,1.633
Cayman Islands,America,,45544.45179,24500, yr 1988,
Chile,America,72.909,5850.785603,12677524, yr 1988,2.649
Colombia,America,68.053,5046.812704,31589376, yr 1988,3.211
Costa Rica,America,75.001,5668.466508,2875267, yr 1988,3.323
Cuba,America,74.61,7599.977357,10334044, yr 1988,1.81
Dominica,America,,,, yr 1988,
Dominican Rep.,America,,2859.224666,6796121, yr 1988,3.613
Ecuador,America,67.796,6992.249093,9794122, yr 1988,3.925
El Salvador,America,63.587,4142.568186,4930397, yr 1988,4.148
Falkland Islands (Malvinas),America,,,, yr 1988,
French Guiana,America,71.39,,104745, yr 1988,3.791
Grenada,America,67.746,5135.841384,92805, yr 1988,4.068
Guadeloupe,America,73.907,,367386, yr 1988,2.381
Guatemala,America,61.171,4284.961149,7543322, yr 1988,5.697
Guyana,America,61.866,2104.874624,754045, yr 1988,2.678
Haiti,America,53.926,1798.564736,5880465, yr 1988,5.673
Honduras,America,65.375,3073.168641,4513723, yr 1988,5.335
Jamaica,America,71.041,6524.135987,2330226, yr 1988,3.07
Martinique,America,75.479,,365013, yr 1988,2.099
Mexico,America,70.004,8628.257235,81781816, yr 1988,3.579
Montserrat,America,,12245.8566,10969, yr 1988,
Netherlands Antilles,America,74.513,17486.36527,186689, yr 1988,2.305
Nicaragua,America,62.619,2560.223546,3433924, yr 1988,4.985
Panama,America,71.915,5821.911408,2298640, yr 1988,3.147
Paraguay,America,67.685,4136.868251,4000058, yr 1988,4.736
Peru,America,64.603,5714.654778,20625082, yr 1988,4.038
Puerto Rico,America,74.512,12965.93595,3474992, yr 1988,2.254
Saint Barthélemy,America,,,, yr 1988,
Saint Martin,America,,,, yr 1988,
Saint-Pierre-et-Miquelon,America,,,6316, yr 1988,
Saint Kitts and Nevis,America,,8512.809201,42151, yr 1988,
Saint Lucia,America,,6986.991725,136814, yr 1988,3.589
Saint Vincent and the Grenadines,America,,4339.235456,105457, yr 1988,3.072
Suriname,America,67.151,5930.970631,386349, yr 1988,2.936
Trinidad and Tobago,America,68.664,7059.562264,1198392, yr 1988,2.719
Turks and Caicos Islands,America,,15920.70754,10610, yr 1988,
United States,America,75.03,32860.51969,245021414, yr 1988,1.939
Uruguay,America,72.188,7407.361071,3063668, yr 1988,2.524
Abkhazia,Europe & Central Asia,,,, yr 1988,
Akrotiri and Dhekelia,Europe & Central Asia,,,, yr 1988,
Albania,Europe & Central Asia,71.881,3762.606544,3136843, yr 1988,3.032
Andorra,Europe & Central Asia,,27517.71361,49365, yr 1988,
Armenia,Europe & Central Asia,68.351,,3515614, yr 1988,2.566
Austria,Europe & Central Asia,75.41,24371.17769,7599791, yr 1988,1.4473
Azerbaijan,Europe & Central Asia,65.836,,6975798, yr 1988,2.964
Belarus,Europe & Central Asia,71.89,,10149612, yr 1988,2.008
Belgium,Europe & Central Asia,75.66,23555.8201,9884000, yr 1988,1.566
Bosnia and Herzegovina,Europe & Central Asia,69.45,4234.672274,4369894, yr 1988,1.836
Bulgaria,Europe & Central Asia,71.4,8179.010541,8982025, yr 1988,1.868
Channel Islands,Europe & Central Asia,75.592,,142567, yr 1988,1.452
Croatia,Europe & Central Asia,71.525,13568.04727,4493676, yr 1988,1.791
Cyprus,Europe & Central Asia,76.208,,, yr 1988,2.447
Czech Rep.,Europe & Central Asia,,16644.97723,10313782, yr 1988,1.897
Czechoslovakia,Europe & Central Asia,,,15537004, yr 1988,
Denmark,Europe & Central Asia,74.89,24831.14472,5129516, yr 1988,1.559
East Germany,Europe & Central Asia,,,, yr 1988,
Estonia,Europe & Central Asia,70.98,,1569187, yr 1988,2.121
Faeroe Islands,Europe & Central Asia,,,47090, yr 1988,
Finland,Europe & Central Asia,74.79,22110.8847,4946633, yr 1988,1.7
France,Europe & Central Asia,76.57,23523.51307,55873463, yr 1988,1.79
Georgia,Europe & Central Asia,70.406,6816.096708,5320248, yr 1988,2.243
Germany,Europe & Central Asia,75.003,,, yr 1988,1.409
Gibraltar,Europe & Central Asia,,,28556, yr 1988,
Greece,Europe & Central Asia,76.794,16414.35336,9982723, yr 1988,1.513
Greenland,Europe & Central Asia,,30332.54811,54892, yr 1988,
Guernsey,Europe & Central Asia,,,60484, yr 1988,
Holy See,Europe & Central Asia,,,, yr 1988,
Hungary,Europe & Central Asia,70,13399.3031,10442500, yr 1988,1.814
Iceland,Europe & Central Asia,77.08,26435.22394,249885, yr 1988,2.139
Ireland,Europe & Central Asia,74.55,14639.59519,3529600, yr 1988,2.243
Isle of Man,Europe & Central Asia,,16062.67829,66538, yr 1988,
Italy,Europe & Central Asia,76.6,20293.85091,56734027, yr 1988,1.33
Jersey,Europe & Central Asia,,,82083, yr 1988,
Kazakhstan,Europe & Central Asia,67.221,,16206749, yr 1988,2.979
Kosovo,Europe & Central Asia,,,7832155, yr 1988,
Kyrgyzstan,Europe & Central Asia,,,4243665, yr 1988,3.992
Latvia,Europe & Central Asia,70.99,10512.99302,2664068, yr 1988,2.037
Liechtenstein,Europe & Central Asia,,51396.19637,27825, yr 1988,
Lithuania,Europe & Central Asia,71.98,,3673950, yr 1988,2.059
Luxembourg,Europe & Central Asia,74.75,37373.59064,375624, yr 1988,1.496
